date,production_line,shift,shift_name,vehicle_model,planned_production_time_min,downtime_min,actual_production_time_min,expected_units,actual_units,good_units,defect_count,rework_count,scrap_count,target_cycle_time_min,actual_cycle_time_min,availability_pct,performance_pct,quality_pct,oee_score,primary_downtime_cause,operators_count,line_speed_units_per_hour
2025-10-13,Line_D,2,Afternoon,Opel_Corsa,480,53.78,426.22,184,163,156,7,4,3,2.6,2.61,88.8,88.59,95.71,75.28,Equipment_Failure,8,22.95
2025-10-13,Line_D,3,Night,Opel_Corsa,480,144.0,336.0,184,125,116,9,6,3,2.6,2.69,70.0,67.93,92.8,44.13,Quality_Issue,10,22.32
2025-10-13,Line_E,1,Morning,Fiat_500,480,51.69,428.31,200,178,171,7,4,3,2.4,2.41,89.23,89.0,96.07,76.29,Operator_Absence,12,24.94
2025-10-13,Line_E,2,Afternoon,Fiat_500,480,13.71,466.29,200,176,166,10,7,3,2.4,2.65,97.14,88.0,94.32,80.63,Material_Shortage,12,22.65
2025-10-13,Line_E,3,Night,Fiat_500,480,144.0,336.0,200,133,124,9,6,3,2.4,2.53,70.0,66.5,93.23,43.4,Maintenance_Preventive,8,23.75
2025-10-14,Line_A,1,Morning,Peugeot_208,480,10.89,469.11,192,182,178,4,2,2,2.5,2.58,97.73,94.79,97.8,90.61,Setup_Changeover,9,23.28
2025-10-14,Line_A,2,Afternoon,Peugeot_208,480,19.81,460.19,192,182,179,3,2,1,2.5,2.53,95.87,94.79,98.35,89.38,Material_Shortage,8,23.73
2025-10-14,Line_A,3,Night,Peugeot_208,480,43.71,436.29,192,169,160,9,6,3,2.5,2.58,90.89,88.02,94.67,75.74,Maintenance_Preventive,8,23.24
2025-10-14,Line_B,1,Morning,Peugeot_308,480,51.58,428.42,160,136,129,7,4,3,3.0,3.15,89.25,85.0,94.85,71.96,Equipment_Failure,10,19.05
2025-10-14,Line_B,2,Afternoon,Peugeot_308,480,36.36,443.64,160,144,140,4,2,2,3.0,3.08,92.42,90.0,97.22,80.87,Equipment_Failure,10,19.48
2025-10-14,Line_B,3,Night,Peugeot_308,480,80.86,399.14,160,132,129,3,2,1,3.0,3.02,83.15,82.5,97.73,67.04,Maintenance_Preventive,10,19.84
2025-10-14,Line_C,1,Morning,Citroen_C3,480,16.73,463.27,171,157,157,0,0,0,2.8,2.95,96.51,91.81,100.0,88.61,Material_Shortage,9,20.33
2025-10-14,Line_C,2,Afternoon,Citroen_C3,480,11.39,468.61,171,156,154,2,1,1,2.8,3.0,97.63,91.23,98.72,87.92,Operator_Absence,10,19.97
2025-10-14,Line_C,3,Night,Citroen_C3,480,34.52,445.48,171,145,133,12,8,4,2.8,3.07,92.81,84.8,91.72,72.18,Operator_Absence,8,19.53
2025-10-14,Line_D,1,Morning,Opel_Corsa,480,58.97,421.03,184,148,146,2,1,1,2.6,2.84,87.71,80.43,98.65,69.6,Quality_Issue,9,21.09
2025-10-14,Line_D,2,Afternoon,Opel_Corsa,480,41.53,438.47,184,167,163,4,2,2,2.6,2.63,91.35,90.76,97.6,80.92,Quality_Issue,9,22.85
2025-10-14,Line_D,3,Night,Opel_Corsa,480,73.81,406.19,184,156,141,15,10,5,2.6,2.6,84.62,84.78,90.38,64.85,Maintenance_Preventive,11,23.04
2025-10-14,Line_E,1,Morning,Fiat_500,480,58.43,421.57,200,160,157,3,2,1,2.4,2.63,87.83,80.0,98.12,68.94,Equipment_Failure,10,22.77
2025-10-14,Line_E,2,Afternoon,Fiat_500,480,7.37,472.63,200,186,168,18,12,6,2.4,2.54,98.46,93.0,90.32,82.71,Operator_Absence,12,23.61
2025-10-14,Line_E,3,Night,Fiat_500,480,86.11,393.89,200,144,137,7,4,3,2.4,2.74,82.06,72.0,95.14,56.21,Maintenance_Preventive,10,21.94
2025-10-15,Line_A,1,Morning,Peugeot_208,480,24.47,455.53,192,173,168,5,3,2,2.5,2.63,94.9,90.1,97.11,83.04,Setup_Changeover,9,22.79
2025-10-15,Line_A,2,Afternoon,Peugeot_208,480,3.51,476.49,192,183,180,3,2,1,2.5,2.6,99.27,95.31,98.36,93.06,Setup_Changeover,10,23.04
2025-10-15,Line_A,3,Night,Peugeot_208,480,26.13,453.87,192,166,162,4,2,2,2.5,2.73,94.56,86.46,97.59,79.78,Equipment_Failure,10,21.94
2025-10-15,Line_B,1,Morning,Peugeot_308,480,31.44,448.56,160,135,132,3,2,1,3.0,3.32,93.45,84.38,97.78,77.1,Setup_Changeover,9,18.06
2025-10-15,Line_B,2,Afternoon,Peugeot_308,480,8.03,471.97,160,157,154,3,2,1,3.0,3.01,98.33,98.12,98.09,94.64,Quality_Issue,10,19.96
2025-10-15,Line_B,3,Night,Peugeot_308,480,33.88,446.12,160,143,139,4,2,2,3.0,3.12,92.94,89.38,97.2,80.74,Maintenance_Preventive,11,19.23
2025-10-15,Line_C,1,Morning,Citroen_C3,480,51.82,428.18,171,152,151,1,0,1,2.8,2.82,89.2,88.89,99.34,78.77,Equipment_Failure,11,21.3
2025-10-15,Line_C,2,Afternoon,Citroen_C3,480,39.25,440.75,171,150,148,2,1,1,2.8,2.94,91.82,87.72,98.67,79.47,Maintenance_Preventive,10,20.42
2025-10-15,Line_C,3,Night,Citroen_C3,480,58.69,421.31,171,147,133,14,9,5,2.8,2.87,87.77,85.96,90.48,68.27,Maintenance_Preventive,9,20.93
2025-10-15,Line_D,1,Morning,Opel_Corsa,480,18.87,461.13,184,164,159,5,3,2,2.6,2.81,96.07,89.13,96.95,83.02,Operator_Absence,12,21.34
2025-10-15,Line_D,2,Afternoon,Opel_Corsa,480,19.38,460.62,184,162,151,11,7,4,2.6,2.84,95.96,88.04,93.21,78.75,Quality_Issue,10,21.1
2025-10-15,Line_D,3,Night,Opel_Corsa,480,100.95,379.05,184,138,136,2,1,1,2.6,2.75,78.97,75.0,98.55,58.37,Operator_Absence,12,21.84
2025-10-15,Line_E,1,Morning,Fiat_500,480,24.08,455.92,200,189,179,10,7,3,2.4,2.41,94.98,94.5,94.71,85.01,Equipment_Failure,12,24.87
2025-10-15,Line_E,2,Afternoon,Fiat_500,480,33.61,446.39,200,178,173,5,3,2,2.4,2.51,93.0,89.0,97.19,80.44,Equipment_Failure,10,23.93
2025-10-15,Line_E,3,Night,Fiat_500,480,34.76,445.24,200,172,155,17,11,6,2.4,2.59,92.76,86.0,90.12,71.89,Maintenance_Preventive,9,23.18
2025-10-16,Line_A,1,Morning,Peugeot_208,480,33.03,446.97,192,178,176,2,1,1,2.5,2.51,93.12,92.71,98.88,85.36,Quality_Issue,11,23.89
2025-10-16,Line_A,2,Afternoon,Peugeot_208,480,7.9,472.1,192,161,154,7,4,3,2.5,2.93,98.35,83.85,95.65,78.89,Setup_Changeover,8,20.46
2025-10-16,Line_A,3,Night,Peugeot_208,480,54.87,425.13,192,150,135,15,10,5,2.5,2.83,88.57,78.12,90.0,62.27,Setup_Changeover,9,21.17
2025-10-16,Line_B,1,Morning,Peugeot_308,480,19.92,460.08,160,147,146,1,0,1,3.0,3.13,95.85,91.88,99.32,87.46,Operator_Absence,9,19.17
2025-10-16,Line_B,2,Afternoon,Peugeot_308,480,57.45,422.55,160,133,129,4,2,2,3.0,3.18,88.03,83.12,96.99,70.98,Operator_Absence,11,18.89
2025-10-16,Line_B,3,Night,Peugeot_308,480,9.01,470.99,160,153,152,1,0,1,3.0,3.08,98.12,95.62,99.35,93.22,Quality_Issue,8,19.49
2025-10-16,Line_C,1,Morning,Citroen_C3,480,68.67,411.33,171,140,136,4,2,2,2.8,2.94,85.69,81.87,97.14,68.15,Equipment_Failure,11,20.42
2025-10-16,Line_C,2,Afternoon,Citroen_C3,480,9.99,470.01,171,157,151,6,4,2,2.8,2.99,97.92,91.81,96.18,86.47,Quality_Issue,11,20.04
2025-10-16,Line_C,3,Night,Citroen_C3,480,68.81,411.19,171,126,117,9,6,3,2.8,3.26,85.66,73.68,92.86,58.61,Quality_Issue,10,18.39
2025-10-16,Line_D,1,Morning,Opel_Corsa,480,19.22,460.78,184,177,176,1,0,1,2.6,2.6,96.0,96.2,99.44,91.82,Quality_Issue,8,23.05
2025-10-16,Line_D,2,Afternoon,Opel_Corsa,480,2.91,477.09,184,173,168,5,3,2,2.6,2.76,99.39,94.02,97.11,90.75,Operator_Absence,8,21.76
2025-10-16,Line_D,3,Night,Opel_Corsa,480,14.05,465.95,184,174,168,6,4,2,2.6,2.68,97.07,94.57,96.55,88.63,Operator_Absence,12,22.41
2025-10-16,Line_E,1,Morning,Fiat_500,480,16.07,463.93,200,175,174,1,0,1,2.4,2.65,96.65,87.5,99.43,84.09,Material_Shortage,10,22.63
2025-10-16,Line_E,2,Afternoon,Fiat_500,480,23.08,456.92,200,181,178,3,2,1,2.4,2.52,95.19,90.5,98.34,84.72,Setup_Changeover,10,23.77
2025-10-16,Line_E,3,Night,Fiat_500,480,30.52,449.48,200,175,172,3,2,1,2.4,2.57,93.64,87.5,98.29,80.53,Equipment_Failure,9,23.36
2025-10-17,Line_A,1,Morning,Peugeot_208,480,120.65,359.35,192,134,122,12,8,4,2.5,2.68,74.86,69.79,91.04,47.57,Equipment_Failure,8,22.37
2025-10-17,Line_A,2,Afternoon,Peugeot_208,480,43.6,436.4,192,168,166,2,1,1,2.5,2.6,90.92,87.5,98.81,78.61,Operator_Absence,10,23.1
2025-10-17,Line_A,3,Night,Peugeot_208,480,18.95,461.05,192,166,162,4,2,2,2.5,2.78,96.05,86.46,97.59,81.04,Quality_Issue,9,21.6
2025-10-17,Line_B,1,Morning,Peugeot_308,480,73.97,406.03,160,134,132,2,1,1,3.0,3.03,84.59,83.75,98.51,69.79,Quality_Issue,8,19.8
2025-10-17,Line_B,2,Afternoon,Peugeot_308,480,17.4,462.6,160,154,152,2,1,1,3.0,3.0,96.38,96.25,98.7,91.56,Operator_Absence,10,19.97
2025-10-17,Line_B,3,Night,Peugeot_308,480,8.69,471.31,160,153,149,4,2,2,3.0,3.08,98.19,95.62,97.39,91.44,Operator_Absence,12,19.48
2025-10-17,Line_C,1,Morning,Citroen_C3,480,12.14,467.86,171,154,149,5,3,2,2.8,3.04,97.47,90.06,96.75,84.93,Quality_Issue,9,19.75
2025-10-17,Line_C,2,Afternoon,Citroen_C3,480,20.65,459.35,171,148,143,5,3,2,2.8,3.1,95.7,86.55,96.62,80.03,Maintenance_Preventive,10,19.33
2025-10-17,Line_C,3,Night,Citroen_C3,480,48.92,431.08,171,147,146,1,0,1,2.8,2.93,89.81,85.96,99.32,76.68,Maintenance_Preventive,12,20.46
2025-10-17,Line_D,1,Morning,Opel_Corsa,480,14.88,465.12,184,153,150,3,2,1,2.6,3.04,96.9,83.15,98.04,78.99,Quality_Issue,8,19.74
2025-10-17,Line_D,2,Afternoon,Opel_Corsa,480,10.11,469.89,184,174,171,3,2,1,2.6,2.7,97.89,94.57,98.28,90.98,Quality_Issue,10,22.22
2025-10-17,Line_D,3,Night,Opel_Corsa,480,76.65,403.35,184,142,131,11,7,4,2.6,2.84,84.03,77.17,92.25,59.83,Equipment_Failure,8,21.12
2025-10-17,Line_E,1,Morning,Fiat_500,480,9.86,470.14,200,187,181,6,4,2,2.4,2.51,97.95,93.5,96.79,88.64,Setup_Changeover,10,23.87
2025-10-17,Line_E,2,Afternoon,Fiat_500,480,22.1,457.9,200,184,180,4,2,2,2.4,2.49,95.4,92.0,97.83,85.86,Material_Shortage,9,24.11
2025-10-17,Line_E,3,Night,Fiat_500,480,25.76,454.24,200,158,151,7,4,3,2.4,2.87,94.63,79.0,95.57,71.45,Setup_Changeover,9,20.87
2025-10-20,Line_A,1,Morning,Peugeot_208,480,24.7,455.3,192,155,151,4,2,2,2.5,2.94,94.85,80.73,97.42,74.6,Quality_Issue,8,20.43
2025-10-20,Line_A,2,Afternoon,Peugeot_208,480,34.93,445.07,192,177,170,7,4,3,2.5,2.51,92.72,92.19,96.05,82.1,Setup_Changeover,11,23.86
2025-10-20,Line_A,3,Night,Peugeot_208,480,99.97,380.03,192,149,135,14,9,5,2.5,2.55,79.17,77.6,90.6,55.67,Setup_Changeover,12,23.52
2025-10-20,Line_B,1,Morning,Peugeot_308,480,40.4,439.6,160,146,141,5,3,2,3.0,3.01,91.58,91.25,96.58,80.71,Maintenance_Preventive,9,19.93
2025-10-20,Line_B,2,Afternoon,Peugeot_308,480,19.64,460.36,160,143,141,2,1,1,3.0,3.22,95.91,89.38,98.6,84.52,Operator_Absence,11,18.64
2025-10-20,Line_B,3,Night,Peugeot_308,480,25.2,454.8,160,151,138,13,9,4,3.0,3.01,94.75,94.38,91.39,81.72,Quality_Issue,9,19.92
2025-10-20,Line_C,1,Morning,Citroen_C3,480,9.38,470.62,171,144,133,11,7,4,2.8,3.27,98.05,84.21,92.36,76.26,Material_Shortage,12,18.36
2025-10-20,Line_C,2,Afternoon,Citroen_C3,480,142.9,337.1,171,120,114,6,4,2,2.8,2.81,70.23,70.18,95.0,46.82,Quality_Issue,11,21.36
2025-10-20,Line_C,3,Night,Citroen_C3,480,56.46,423.54,171,151,147,4,2,2,2.8,2.8,88.24,88.3,97.35,75.85,Maintenance_Preventive,12,21.39
2025-10-20,Line_D,1,Morning,Opel_Corsa,480,59.87,420.13,184,161,154,7,4,3,2.6,2.61,87.53,87.5,95.65,73.26,Operator_Absence,9,22.99
2025-10-20,Line_D,2,Afternoon,Opel_Corsa,480,24.3,455.7,184,157,156,1,0,1,2.6,2.9,94.94,85.33,99.36,80.49,Operator_Absence,10,20.67
2025-10-20,Line_D,3,Night,Opel_Corsa,480,72.21,407.79,184,137,133,4,2,2,2.6,2.98,84.96,74.46,97.08,61.41,Equipment_Failure,10,20.16
2025-10-20,Line_E,1,Morning,Fiat_500,480,24.1,455.9,200,178,168,10,7,3,2.4,2.56,94.98,89.0,94.38,79.78,Equipment_Failure,12,23.43
2025-10-20,Line_E,2,Afternoon,Fiat_500,480,43.68,436.32,200,165,162,3,2,1,2.4,2.64,90.9,82.5,98.18,73.63,Equipment_Failure,8,22.69
2025-10-20,Line_E,3,Night,Fiat_500,480,41.86,438.14,200,175,171,4,2,2,2.4,2.5,91.28,87.5,97.71,78.04,Maintenance_Preventive,9,23.96
2025-10-21,Line_A,1,Morning,Peugeot_208,480,10.47,469.53,192,187,187,0,0,0,2.5,2.51,97.82,97.4,100.0,95.27,Setup_Changeover,10,23.9
2025-10-21,Line_A,2,Afternoon,Peugeot_208,480,2.88,477.12,192,167,165,2,1,1,2.5,2.86,99.4,86.98,98.8,85.42,Setup_Changeover,12,21.0
2025-10-21,Line_A,3,Night,Peugeot_208,480,36.3,443.7,192,167,161,6,4,2,2.5,2.66,92.44,86.98,96.41,77.51,Quality_Issue,9,22.58
2025-10-21,Line_B,1,Morning,Peugeot_308,480,8.89,471.11,160,145,139,6,4,2,3.0,3.25,98.15,90.62,95.86,85.27,Quality_Issue,9,18.47
2025-10-21,Line_B,2,Afternoon,Peugeot_308,480,20.82,459.18,160,147,141,6,4,2,3.0,3.12,95.66,91.88,95.92,84.3,Setup_Changeover,8,19.21
2025-10-21,Line_B,3,Night,Peugeot_308,480,51.9,428.1,160,137,135,2,1,1,3.0,3.12,89.19,85.62,98.54,75.25,Operator_Absence,8,19.2
2025-10-21,Line_C,1,Morning,Citroen_C3,480,12.29,467.71,171,165,164,1,0,1,2.8,2.83,97.44,96.49,99.39,93.45,Maintenance_Preventive,8,21.17
2025-10-21,Line_C,2,Afternoon,Citroen_C3,480,74.34,405.65999999999997,171,133,128,5,3,2,2.8,3.05,84.51,77.78,96.24,63.26,Setup_Changeover,10,19.67
2025-10-21,Line_C,3,Night,Citroen_C3,480,32.54,447.46,171,159,149,10,7,3,2.8,2.81,93.22,92.98,93.71,81.23,Setup_Changeover,12,21.32
2025-10-21,Line_D,1,Morning,Opel_Corsa,480,24.84,455.16,184,161,158,3,2,1,2.6,2.83,94.83,87.5,98.14,81.43,Maintenance_Preventive,10,21.22
2025-10-21,Line_D,2,Afternoon,Opel_Corsa,480,42.87,437.13,184,155,148,7,4,3,2.6,2.82,91.07,84.24,95.48,73.25,Operator_Absence,11,21.28
2025-10-21,Line_D,3,Night,Opel_Corsa,480,75.54,404.46,184,133,132,1,0,1,2.6,3.04,84.26,72.28,99.25,60.45,Maintenance_Preventive,12,19.73
2025-10-21,Line_E,1,Morning,Fiat_500,480,29.05,450.95,200,164,161,3,2,1,2.4,2.75,93.95,82.0,98.17,75.63,Maintenance_Preventive,12,21.82
2025-10-21,Line_E,2,Afternoon,Fiat_500,480,51.46,428.54,200,174,169,5,3,2,2.4,2.46,89.28,87.0,97.13,75.44,Quality_Issue,11,24.36
2025-10-21,Line_E,3,Night,Fiat_500,480,7.48,472.52,200,170,157,13,9,4,2.4,2.78,98.44,85.0,92.35,77.28,Maintenance_Preventive,11,21.59
2025-10-22,Line_A,1,Morning,Peugeot_208,480,88.96,391.04,192,154,151,3,2,1,2.5,2.54,81.47,80.21,98.05,64.07,Equipment_Failure,9,23.63
2025-10-22,Line_A,2,Afternoon,Peugeot_208,480,54.81,425.19,192,150,147,3,2,1,2.5,2.83,88.58,78.12,98.0,67.82,Setup_Changeover,8,21.17
2025-10-22,Line_A,3,Night,Peugeot_208,480,59.47,420.53,192,166,155,11,7,4,2.5,2.53,87.61,86.46,93.37,70.73,Operator_Absence,11,23.68
2025-10-22,Line_B,1,Morning,Peugeot_308,480,23.9,456.1,160,150,144,6,4,2,3.0,3.04,95.02,93.75,96.0,85.52,Material_Shortage,11,19.73
2025-10-22,Line_B,2,Afternoon,Peugeot_308,480,51.44,428.56,160,135,128,7,4,3,3.0,3.17,89.28,84.38,94.81,71.43,Equipment_Failure,11,18.9
2025-10-22,Line_B,3,Night,Peugeot_308,480,61.86,418.14,160,122,115,7,4,3,3.0,3.43,87.11,76.25,94.26,62.61,Operator_Absence,8,17.51
2025-10-22,Line_C,1,Morning,Citroen_C3,480,16.83,463.17,171,155,152,3,2,1,2.8,2.99,96.49,90.64,98.06,85.77,Operator_Absence,8,20.08
2025-10-22,Line_C,2,Afternoon,Citroen_C3,480,51.14,428.86,171,135,129,6,4,2,2.8,3.18,89.35,78.95,95.56,67.4,Setup_Changeover,11,18.89
2025-10-22,Line_C,3,Night,Citroen_C3,480,69.11,410.89,171,135,123,12,8,4,2.8,3.04,85.6,78.95,91.11,61.57,Operator_Absence,10,19.71
2025-10-22,Line_D,1,Morning,Opel_Corsa,480,36.32,443.68,184,147,147,0,0,0,2.6,3.02,92.43,79.89,100.0,73.85,Setup_Changeover,9,19.88
2025-10-22,Line_D,2,Afternoon,Opel_Corsa,480,22.92,457.08,184,158,155,3,2,1,2.6,2.89,95.22,85.87,98.1,80.22,Maintenance_Preventive,9,20.74
2025-10-22,Line_D,3,Night,Opel_Corsa,480,12.5,467.5,184,169,166,3,2,1,2.6,2.77,97.4,91.85,98.22,87.87,Quality_Issue,11,21.69
2025-10-22,Line_E,1,Morning,Fiat_500,480,40.48,439.52,200,175,166,9,6,3,2.4,2.51,91.57,87.5,94.86,76.0,Maintenance_Preventive,11,23.89
2025-10-22,Line_E,2,Afternoon,Fiat_500,480,26.46,453.54,200,184,182,2,1,1,2.4,2.46,94.49,92.0,98.91,85.98,Maintenance_Preventive,10,24.34
2025-10-22,Line_E,3,Night,Fiat_500,480,20.66,459.34,200,176,168,8,5,3,2.4,2.61,95.7,88.0,95.45,80.38,Equipment_Failure,9,22.99
2025-10-23,Line_A,1,Morning,Peugeot_208,480,55.1,424.9,192,158,151,7,4,3,2.5,2.69,88.52,82.29,95.57,69.62,Setup_Changeover,11,22.31
2025-10-23,Line_A,2,Afternoon,Peugeot_208,480,36.86,443.14,192,166,164,2,1,1,2.5,2.67,92.32,86.46,98.8,78.86,Quality_Issue,8,22.48
2025-10-23,Line_A,3,Night,Peugeot_208,480,16.47,463.53,192,182,179,3,2,1,2.5,2.55,96.57,94.79,98.35,90.03,Setup_Changeover,12,23.56
2025-10-23,Line_B,1,Morning,Peugeot_308,480,55.8,424.2,160,130,120,10,7,3,3.0,3.26,88.37,81.25,92.31,66.28,Setup_Changeover,8,18.39
2025-10-23,Line_B,2,Afternoon,Peugeot_308,480,35.07,444.93,160,147,142,5,3,2,3.0,3.03,92.69,91.88,96.6,82.27,Maintenance_Preventive,9,19.82
2025-10-23,Line_B,3,Night,Peugeot_308,480,48.22,431.78,160,143,134,9,6,3,3.0,3.02,89.95,89.38,93.71,75.34,Equipment_Failure,11,19.87
2025-10-23,Line_C,1,Morning,Citroen_C3,480,12.08,467.92,171,162,156,6,4,2,2.8,2.89,97.48,94.74,96.3,88.93,Equipment_Failure,9,20.77
2025-10-23,Line_C,2,Afternoon,Citroen_C3,480,25.91,454.09,171,159,144,15,10,5,2.8,2.86,94.6,92.98,90.57,79.66,Equipment_Failure,8,21.01
2025-10-23,Line_C,3,Night,Citroen_C3,480,24.01,455.99,171,162,161,1,0,1,2.8,2.81,95.0,94.74,99.38,89.44,Maintenance_Preventive,11,21.32
2025-10-23,Line_D,1,Morning,Opel_Corsa,480,33.29,446.71,184,164,161,3,2,1,2.6,2.72,93.06,89.13,98.17,81.43,Setup_Changeover,11,22.03
2025-10-23,Line_D,2,Afternoon,Opel_Corsa,480,31.69,448.31,184,166,164,2,1,1,2.6,2.7,93.4,90.22,98.8,83.25,Material_Shortage,11,22.22
2025-10-23,Line_D,3,Night,Opel_Corsa,480,36.41,443.59000000000003,184,149,149,0,0,0,2.6,2.98,92.41,80.98,100.0,74.84,Material_Shortage,11,20.15
2025-10-23,Line_E,1,Morning,Fiat_500,480,49.41,430.59000000000003,200,179,167,12,8,4,2.4,2.41,89.71,89.5,93.3,74.9,Operator_Absence,12,24.94
2025-10-23,Line_E,2,Afternoon,Fiat_500,480,23.13,456.87,200,166,164,2,1,1,2.4,2.75,95.18,83.0,98.8,78.05,Operator_Absence,11,21.8
2025-10-23,Line_E,3,Night,Fiat_500,480,28.28,451.72,200,179,173,6,4,2,2.4,2.52,94.11,89.5,96.65,81.4,Maintenance_Preventive,9,23.78
2025-10-24,Line_A,1,Morning,Peugeot_208,480,61.5,418.5,192,161,155,6,4,2,2.5,2.6,87.19,83.85,96.27,70.39,Material_Shortage,9,23.08
2025-10-24,Line_A,2,Afternoon,Peugeot_208,480,44.51,435.49,192,174,166,8,5,3,2.5,2.5,90.73,90.62,95.4,78.44,Setup_Changeover,12,23.97
2025-10-24,Line_A,3,Night,Peugeot_208,480,120.53,359.47,192,137,134,3,2,1,2.5,2.62,74.89,71.35,97.81,52.27,Operator_Absence,12,22.87
2025-10-24,Line_B,1,Morning,Peugeot_308,480,49.67,430.33,160,135,132,3,2,1,3.0,3.19,89.65,84.38,97.78,73.96,Setup_Changeover,10,18.82
2025-10-24,Line_B,2,Afternoon,Peugeot_308,480,42.81,437.19,160,131,129,2,1,1,3.0,3.34,91.08,81.88,98.47,73.43,Setup_Changeover,8,17.98
2025-10-24,Line_B,3,Night,Peugeot_308,480,32.75,447.25,160,135,129,6,4,2,3.0,3.31,93.18,84.38,95.56,75.12,Quality_Issue,11,18.11
